Serial,Customer No,Rooms,Members,Fans,Lights,Freezes,Microwave Oven,Geyser,AC,Washing Machine,TV,PC,Induction Stove,Profession,Salary,post_21_july_unit,post_21_august_unit,post_21_sep_unit,post_21_oct_unit,post_21_nov_unit,post_21_dec_unit,post_22_jan_unit,post_22_feb_unit,post_22_mar_unit,post_22_april_unit,post_22_may_unit,post_22_june_unit,pre_22_apr_unit,pre_22_may_unit,pre_22_june_unit,pre_22_july_unit,pre_22_aug_unit,pre_22_sep_unit,pre_22_oct_unit,pre_22_nov_unit,pre_22_dec_unit,pre_23_jan_unit,pre_23_feb_unit,pre_23_mar_unit,pre_23_apr_unit,pre_23_may_unit,pre_23_june_unit,pre_23_jul_unit,pre_23_aug_unit,pre_23_sep_unit,pre_23_oct_unit,pre_23_nov_unit,pre_23_dec_unit,,
118,17468845,2,2,2,3,1,,1,,1,1,1,,businessman,,92,116,158,176,143,79,77,88,89,145,77,300,,25.42,114.98,99.22,92.54,104.93,111.72,112.45,72.8,66.88,70.56,85.64,100.08,109.98,117.3,110.08,41.35,113.8,145.71,88.59,82.04,,
119,17469082,3,3,3,4,1,1,1,,,1,1,1,businessman,,221,195,221,210,166,123,143,133,203,317,321,25,,,314.19,290.95,249.75,238.9,221.66,150.05,134.75,84.58,116.4,167.88,217.38,118.65,272.93,202.84,215.93,200.89,233.08,198.63,147.68,,
121,17469434,2,2,2,3,1,,,1,,1,1,,nurse,,185,162,162,132,108,74,87,85,133,136,150,1480,,,35.53,170.3,162.08,147.23,159.27,137.68,90.52,83.72,89.44,138.84,178.15,185.18,149.74,165.56,180.31,164.37,152.81,122.21,94.25,,
123,17469788,1,0,0,1,0,,,,,1,,,nurse,,113,173,133,207,95,56,51,52,98,99,68,0,,,183.7,203.9,154.3,147.41,179,119.17,98.18,101.4,102.03,141.81,222.13,173.33,239.75,189.16,168.26,51.89,113.69,53.51,33.52,,
128,17472326,2,3,2,3,1,,,1,,1,,,nurse,,114,25,61,83,102,30,71,74,199,227,246,29,,,272.59,272.4,335.68,301.37,189.64,192.74,125.65,73.55,107.12,199.83,238.81,230.91,259.29,235.22,270.66,238.75,241.24,187.15,112.14,,
129,17472684,3,2,3,3,1,,,,1,1,1,,service,,40,71,240,141,69,60,57,155,45,202,38,419,,,232.09,390.51,275.69,306.2,287.62,139.7,75.27,62.5,81.65,116.53,306.5,253.26,366.79,170.19,146.66,308.69,234.45,108.43,91.56,,
130,17472824,2,3,2,4,1,1,,,,1,1,,nurse,,110,69,114,122,74,52,41,46,78,108,84,68,,,130.18,109.19,115.97,93.16,89.84,64.42,50.67,39.7,51.52,91.71,101.42,120.65,120.42,101.21,110.35,117.21,116.03,74.66,56.17,,
131,17467368,2,2,2,3,1,,,1,,1,1,,nurse,,133,130,149,138,116,86,108,141,153,179,147,57,,,77.48,172.57,187.39,163.54,151.21,113.32,96.55,76.87,94.98,134.21,167.14,169.25,179.7,186.11,168.8,170.33,176.96,128.12,116.57,,
134,17502232,2,3,2,3,1,,,,,1,,,nurse,,96,109,348,98,107,129,70,95,206,100,116,47,,,337.29,1033.16,101.08,95.35,131.76,119.06,152.67,128.25,149.75,137.75,127.78,193.52,139.04,134.68,100.3,113.4,295.27,89.47,126.56,,
135,17502463,1,1,1,1,1,,,,,1,,,caretaker,,172,159,133,138,156,117,110,122,134,141,141,215,,,80.12,60.0712,81.01,198.56,225.81,166.26,148.43,133.26,183.51,207.56,215.84,259.66,296.97,268.8,144.53,278.42,288.41,131.8,126.58,,
136,17502478,3,3,3,3,1,1,1,1,1,1,1,,service,,212,174,201,168,83,64,72,59,84,142,160,137,,,70.71,80.09786,49.41,205.52,174.24,117.22,89.96,80.78,86.68,120.18,255.92,176.7,263.21,207.39,201.68,236.68,180.59,173.34,235.5,,
139,17504845,1,2,1,3,1,,,,,,1,,service,,78,92,146,196,123,65,77,99,124,55,74,36,,,52.47,111.23,158.14,179.79,173.17,160.74,105.96,73.08,107.72,236.47,168.64,98.01,85.57,229.9,283.45,237.65,193.58,120.01,60.89,,
143,16008944,2,2,2,3,1,1,,,,,1,,nurse,,138,147,181,194,168,161,283,225,291,326,402,,,,231.17,158.54,177.33,174.14,170.74,151.24,139.21,127.91,142.31,172.69,177.17,167.25,124.25,128.97,127.58,129.65,136.57,110.99,107.79,,
144,16008959,4,4,4,5,1,1,1,1,1,1,1,1,businessman,,138,172,135,161,183,170,198,209,299,533,556,,,,299.88,194.56,216.71,218.92,157.61,123.98,75.46,44.86,66.24,199.08,229.62,212.97,172.27,188,206.75,199.74,178.28,141.87,84.38,,
145,16008963,3,4,3,4,1,,,1,1,1,1,1,doctor,,139,148,134,130,138,136,234,190,331,396,430.4,,,,473.76,381.08,353.96,368.32,374.9,322.29,261.09,175.09,259.08,468.81,471.15,391.62,300.05,357.9,339.23,329.01,342.29,281.54,194.38,,
146,16008978,5,5,5,6,1,1,1,1,1,1,2,1,businessman,,151,214,229,227,186,112,322,178,260,391,399,,,,310.5,229.58,253.75,220.43,193.07,89.47,71.13,84.45,97.31,234.71,277.23,300.77,215.34,199.2,223.97,245.19,230.64,163.77,76.9,,
148,17730508,4,5,4,5,1,1,1,1,1,2,2,,businessman,,876,588,555,489,349,284,242,232,349,415,513,473,,,373.75,881.66,548.18,443.64,375.44,307.04,261.62,231.41,245.06,375.69,525.11,447.61,529.99,604.82,482,549.63,487.03,347.87,266.77,,
149,17730391,2,1,2,3,2,,,,1,,1,,service,,564,616,616,671,403,400,418,379,393,510,703,651,,,304.05,745.21,673.48,602.67,608.71,410.54,292.53,361.74,290.84,405.47,601.76,537.34,528.81,393.34,306.55,351.07,309.56,203.58,205.21,,
150,17730404,4,3,4,4,1,1,,1,1,2,1,,doctor,,66,28,88,85,63,46,30,29,62,76,91,88,,,156.81,41.83,42.22,73.2,67.93,55.27,41.08,35.81,37.89,57.75,44.63,26.56,28.29,27.59,26.3,25.54,25.99,21.18,16.9,,
151,17730419,4,4,4,5,1,,,1,,,,,engineer,,467,387,405,416,288,274,288,268,355,341,481,372,,,291.95,460.43,502.64,429.36,304.16,283.98,278.09,266.34,245.22,272.17,594,394.46,514.9,434.84,500.14,709.82,573.72,379.68,445.71,,
152,17730423,3,4,3,5,1,1,,,,2,1,,service,,741,673,558,436,383,370,412,496,401,553,771,571,,,559.82,366.15,508.96,459.03,373.75,306.64,281.36,343.74,324.01,405.46,510.29,472.74,529.46,628.39,511.61,493.29,450.8,346.48,238.73,,
153,17730438,3,3,3,5,1,,,1,,1,1,,service,,440,422,477,377,319,280,252,216,250,268,314,274,,,120.45,334.18,285.14,291.48,304.05,276.72,265.2,181.16,213.28,253.3,301.02,249.43,325.99,323.14,275.49,272.1,288.05,247.62,216.57,,
154,17730442,4,4,4,5,1,1,,1,1,2,1,,businessman,,189,178,197,173,132,263,73,153,122,157,187,199,,,311.58,223.93,212.98,185.57,156.81,121.48,135.41,118.78,127.71,140.69,209.33,202.9,229.11,230.52,195.2,195.6,151.96,132.29,155.4,,
155,17730457,5,6,5,5,2,1,1,1,1,2,2,,businessman,,705,689,746,696,483,360,357,310,361,398,467,562,,,212.56,691.17,621.3,347.14,291.95,305.1,296.78,332.83,323.38,382.29,414.52,397.87,416.36,386.01,532.83,455.8,375.83,338.39,300.31,,
156,17730461,2,3,2,3,1,,,,,,1,,,,1022,963,928,886,596,484,493,427,573,753,891,545,,,360.31,711.41,711.12,685.12,559.82,476.57,385.58,419.81,372.71,562.64,905.62,797.31,952.82,734.71,715.75,813.79,580.48,545.67,436.85,,
157,17730480,4,3,4,4,1,1,,1,1,,1,,doctor,,134,379,202,150,114,81,79,70,102,204,210,153,,,99.05,138.55,116.74,138.54,120.45,94.67,69.35,42.23,41.44,242.53,184.99,258.69,314.11,391.94,427.15,454.58,373.68,242.57,172.78,,
158,17730476,3,3,3,4,1,,,1,,1,1,,foreign,,414,377,394,369,288,246,209,177,281,324,342,342,,,191.31,340.43,344.68,327.31,311.58,287.08,270.02,189.83,213.89,310.78,475.66,398.15,439.06,487.06,385.31,395.51,361.45,283.25,213.54,,
159,17730315,4,4,4,5,1,1,,1,1,1,2,,businessman,,313,257,288,215,163,146,159,132,188,163,237,233,,,342.61,335.19,382.54,285.2,212.56,198.39,133.59,81.18,78.58,115.45,214.49,171.86,257.92,241.62,254.02,260.69,213.79,140.16,113.4,,
160,17730321,3,3,3,4,1,1,,,1,2,2,,buinessman,,391,392,417,416,266,200,172,156,250,339,444,377,,,85.03,449.73,441.57,406.73,360.31,256.85,202.89,180.96,173.92,280.21,488.13,419.19,497.13,473.38,398.48,399.86,374.94,254.97,251.81,,
161,17730300,3,4,3,4,1,,,1,,1,1,,service,,545,530,466,487,270,257,350,357,275,444,504,451,,,64.98,493.13,503.28,68.46,99.05,95.098,90.04,192.9,174.58,240.93,284.63,273.52,309.41,347.52,328.16,266.75,214.1,170.9,169.86,,
162,17730298,3,4,3,4,1,,,1,1,1,1,,doctor,,571,622,752,624,314,176,155,132,306,515,741,657,,,336.42,800.57,737.48,574.5,191.31,260.57,179.25,124.38,146.68,232.37,545.59,572.89,651.02,595.99,592.45,665.05,456.09,260.85,171.74,,
163,17730283,2,4,2,3,1,,,,1,,1,,service,,396,411,459,655,393,311,145,180,141,456,508,376,,,357.47,255.21,370.58,369.14,342.61,344.03,267.07,270.3,308.41,415.1,453.5,351.28,446.98,443.68,407.89,416.42,401.59,335,263.33,,
164,17730279,1,1,2,4,1,,,,,,,,service,,478,336,488,509,328,263,264,246,367,346,276,46,,,190.03,75.72,96.73,78.55,85.03,81.49,88.91,78.23,68.78,81.27,80.3,75.96,245.27,317.15,281.06,281.1,268.61,209.67,174.81,,
165,17730264,4,5,5,6,1,1,,1,1,1,2,1,doctor,,78,98,67,130,72,74,48,60,57,78,77,67,,,242.15,78.19,75.79,64.31,64.98,73.9,52.31,53.91,57.77,70.26,65.33,63.97,75.92,66.42,63.36,87.63,65.52,79.64,219.03,,
166,17730251,4,3,5,6,1,1,,1,,1,1,1,engineer,,402,397,358,385,287,253,222,209,313,329,470,402,,,347.83,486.69,489.41,413.36,336.42,264.35,257.56,200.86,211.32,297.14,530.01,302.39,338.61,292.11,263.03,303.16,283.41,239.23,225.12,,
167,17730245,3,5,4,6,1,1,,2,1,1,1,1,businessman,,218,183,135,28,11,242,284,271,291,443,453,439,,,341.34,537.59,517.11,492.83,357.47,275.14,261.74,287.97,252.96,314.84,728.73,515.89,690.9,567.96,439.41,438.04,366.61,309.98,285.74,,
168,17730387,2,3,2,4,1,,,1,1,,1,,nurse,,561,501,495,496,279,298,319,265,284,401,547,403,,,171.74,519.05,466.91,241.49,190.03,202.2,252.91,354.36,235.04,264.5,581.25,526.22,767.86,880.35,605.22,634.44,533.63,313.13,410.64,,
169,17730372,3,4,3,3,1,1,,1,1,1,1,,businessman,,357,320,321,282,287,176,202,190,255,288,350,309,,,194.78,323.55,308.68,293.44,242.15,251.45,142.88,45.7,160.99,225.42,282.43,289.05,390.01,429.83,371.31,413.59,394.93,233.55,181.96,,
170,17730230,2,2,2,2,1,,,1,,,1,,service,,555,412,429,419,219,144,158,145,175,373,412,352,,,191.96,452.38,443.53,392.68,347.83,162.67,104.05,141.44,134.32,191.82,474.01,442.1,394.37,467.46,404.56,458.58,401.74,330.71,296.76,,
173,17730181,2,3,2,2,1,,,,1,1,1,,service,,314,327,369,370,230,107,68,56,180,9,91.22,,22.18,270.09,80.2,269.43,531.14,179.5,341.34,158.43,105.36,210.64,113.27,158.51,241.4,310.07,432.31,584.19,495.73,415.14,300.82,160.3,100.63,,
174,17730175,2,3,2,2,1,,,,1,,1,,service,,174,173,203,332,123,102,109,135,229,51,7.5,,403.4,274.84,326.64,239.76,440.48,383.77,171.74,45.93,53.98,58.34,86.52,190.96,423.03,310.14,341.45,392,279.31,376.12,330.36,166.2,83.92,,
175,17730160,2,2,2,2,1,,,,,,1,,nurse,,214,220,256,197,181,89,81,72,132,81,88.8,,189.23,182.74,183.23,203.34,204.79,180.64,194.78,135.35,109.85,92.96,105.43,167.93,196.97,212.65,208.96,215.63,192.44,187.2,189.32,168.03,101.37,,
176,17730156,2,1,2,2,1,,,1,,,1,,service,,166,152,158,152,115,21,20,38,66,71,5.67,,102.62,79.39,102.96,142.11,182.45,143.55,19.96,38.81,52.94,110.35,80.94,97.89,83.54,101.11,81.02,142.02,152.7,227.62,198.2,106.58,69.91,,
178,17730103,4,4,4,10,1,0,0,0,0,1,1,0,,,499,592,623,597,361,143,162,143,254,414,328,,,88.54,384.68,481.78,534.44,485.96,388.81,277.56,226.23,203.36,208.09,296.09,601.37,653.16,705.86,586.22,478.9,533.47,396.94,307.97,203.83,,
181,17729468,4,4,5,15,1,1,0,2,0,1,1,0,,,209,307,230,258,181,141,169,140,237,260,147,,,,464.51,196.67,150.18,239.6,204.62,154.37,104.12,117.7,108.88,171.9,242.66,269.02,337.22,282.13,271.64,265.92,265.81,179.61,102.46,,
184,17729434,3,2,4,7,1,1,0,0,0,1,1,0,,,330,380,313,189,100,81,58,60,168,238,65,,,,399.6,186.24,237.91,219.54,194.69,150.89,99.58,61.65,98.26,173.54,175.71,204.13,199.08,181.54,175.16,165,171.4,127.31,54.65,,
185,17729421,3,5,4,11,1,1,2,0,0,1,1,0,,,280,313,283,286,204,165,169,133,233,279,130,,,,434.79,295.12,312.92,298.47,289.56,228.55,166.15,123.18,124.66,248.21,303.72,374.71,382.72,419.81,395.95,455.23,368.44,301.14,233.91,,
186,17729415,3,2,4,18,1,0,0,1,0,1,0,0,,,159,192,176,203,105,63,61,51,131,171,54,,,,290.78,175.46,224.48,178.6,158.05,120.52,65.85,67.61,66.4,126.36,117.57,178.85,155.92,157.64,174.4,199.57,193.37,147.67,64.08,,
187,17729400,4,5,4,9,1,0,0,0,0,1,1,0,,,599,663,515,462,287,251,257,223,251,539,283,,,,827.6,522.06,361.93,316.84,259.31,266.43,259.23,197.4,207.64,282.03,232.76,267.13,275.13,255.84,267.71,305.29,253.76,193.28,112.62,,
188,17729398,4,3,5,11,1,0,0,0,0,1,1,0,,,440,490,403,412,277,219,224,213,320,320,151,,,,456.1,296.73,317.55,301.64,276.48,258.69,47.01,23.17,17.88,28.26,36.2,35.16,47.62,55.15,63.98,47.77,57.01,47.7,24.86,,
189,17729383,5,2,5,15,1,0,2,1,0,0,1,0,,,453,441,351,351,151,142,47,43,84,113,45,,,,143.39,99.28,88.3,82.08,66.68,56.32,39.88,35.15,48.21,87.09,93.43,149.07,230.99,180.72,100.2,183.29,119.07,81.6,69.65,,
190,17729379,5,5,5,10,1,0,0,0,0,1,0,0,,,229,21,283,230,178,158,51,32,143,195,47,,,,275.4,153.41,248.14,239.28,143.89,152.13,107.64,76.92,111.77,164.69,137.72,209.34,193.63,193.77,207.74,262.99,184.72,180.25,119.2,,
191,17729364,3,4,5,8,1,0,2,0,0,1,2,0,,,140,214,196,192,108,66,61,52,138,225,111,,,,166.58,536.54,271.75,208.51,191.43,154.7,88.44,61.82,90.91,180.06,228,215.98,271.68,255.26,268.29,266.13,278.63,214.92,135.46,,
193,17729345,3,4,4,8,1,0,0,0,0,1,0,0,,,388,440,393,424,291,249,244,218,306,388,200,,,,638.62,409.63,401.64,429.45,376.92,320.54,235.12,226.12,236.8,359.05,457.91,438.97,485.45,403.14,409.6,409.22,406.25,334.12,267.68,,
194,17729330,3,5,5,33,1,0,0,0,0,1,1,0,,,41,41,19,271,138,76,76,67,203,318,123,,,,486.71,236.5,342.85,341.87,262,232.8,158.99,110.37,126.21,258.27,298.64,318.33,326.8,363.28,434.4,464.61,393.3,273.77,86.91,,
195,17729326,4,4,4,10,1,0,0,0,0,1,1,0,,,109,129,147,178,93,91,77,69,166,217,72,,,,329.48,181.47,243.79,267.44,251.76,157.63,118.7,101.76,124.53,245.61,179.23,239.87,211.6,216.91,266.14,210.59,198.45,162.51,109.91,,
196,17729311,5,3,5,21,1,0,0,0,0,1,1,0,,,65,76,138,145,108,89,96,80,111,137,63,,,,88.43,41.53,11.62,83.8,73.19,43.98,21.94,22.33,51.18,100.32,71.7,119.38,135.96,157.59,226.21,152.51,146.98,81.98,98.21,,
197,17729307,4,3,6,8,3,0,0,0,0,2,1,0,,,265,292,298,306,213,158,131,105,239,323,231,,,,490.15,289.14,325.51,330.96,304.39,236.78,174.89,132.08,172.54,305.39,299.29,330.18,367.29,322.54,354.75,375.18,334.16,279.01,157.7,,
199,17729275,3,4,5,16,1,0,0,1,0,1,2,0,,,286,303,335,323,224,137,144,126,282,422,109,,,,633.38,287.33,427.48,440.07,322.56,296.09,191.7,176.17,236.57,354.12,351.03,430.9,401.43,377.71,480.56,453.09,412.55,329.48,226.71,,
200,17729256,5,5,4,16,1,0,0,0,0,1,1,0,,,182,216,171,223,147,109,109,98,178,249,80,,,,358.43,211.73,245.94,213.03,218.25,182.88,167.15,122.04,89.73,190.83,192.56,211.78,232.89,235.44,232.77,219.15,192.2,145.27,102.87,,
203,17728949,4,3,7,9,1,0,0,1,0,2,1,0,,,376,393,472,438,347,226,186,133,238,314,348,190,,,180.92,373.11,356.5,317.62,294.21,215.76,188.18,148.89,180.48,258.91,308.39,300,317.6,337.54,348.78,338.32,273.66,202.48,152.92,,
204,17728934,7,4,7,17,2,1,0,0,0,1,0,0,,,177,172,190,143,125,118,119,111,140,163,142,72,,,67.94,165.5,286.05,308.94,263.23,196.88,132.61,240.39,131.44,180.61,288.64,555.04,480.4,477.68,462.02,528.27,394.23,214.13,187.94,,
205,17728921,3,5,7,16,1,0,1,1,0,1,1,1,,,268,254,261,289,222,152,137,132,240,241,205,135,,,112.26,253.85,310.87,322.66,294.28,264.6,193.51,195.94,220.3,305.5,289.17,327.43,314.06,346.92,317.98,223.42,196.03,173.71,150.21,,
206,17728915,5,4,6,8,1,0,0,0,0,2,1,0,,,103,132,184,181,86,42,47,60,86,167,172,81,,,90.89,114.64,177.39,130.61,116.51,65.58,86.73,75.1,61.79,101.06,114.88,147.31,170.42,162.89,112.78,154.94,121.49,72.45,64.81,,
207,17728900,3,4,6,14,1,1,1,0,1,1,0,0,,,182,216,227,189,137,95,85,57,128,220,222,103,,,108.21,207.98,227.43,184.51,134.76,109.35,72.88,58.77,88.29,155.39,180.97,176.82,170.2,157.14,193.27,229.81,222.43,129.93,80.89,,
208,17728898,3,4,6,15,1,0,0,0,0,0,1,1,,,199,153,78,170,120,96,74,59,144,233,257,135,,,143.98,291.06,217.36,178.39,142.38,117.41,76.64,70.7,74.51,148.97,233.55,598.68,620.79,457.9,343.85,241.64,346.86,194.17,118.29,,
209,17728883,3,4,6,9,1,1,0,0,1,1,0,0,,,309,252,311,275,167,44,51,73,84,145,175,122,,,110.94,169.32,161.9,152.15,135.76,125.33,98.43,94.5,84.45,132.05,148.09,177.97,181.44,194.39,191.45,219.75,168.29,134.79,96.67,,
210,17728879,3,4,6,9,1,1,0,1,0,1,0,1,,,290,301,249,316,250,180,180,144,202,282,254,154,,,128.68,253.7,367.15,341.83,274.13,159.25,86.94,83.59,68.23,122.1,148.91,172.09,159.59,259.5,330.96,354.86,252.63,248.93,185.54,,
211,17728851,3,4,6,14,1,0,1,0,0,1,1,0,,,166,165,237,206,173,113,170,103,195,270,44,,,177.09,266.43,186.2,232.42,258.31,174.71,164.92,77.37,221.72,170.74,241.05,227.66,223.69,325.9,220.51,260.08,313.19,61.73,38.52,25.08,,
212,17728845,4,4,6,8,1,1,0,1,1,1,0,0,,,301,302,224,281,219,130,143,133,245,283,96,,,174.64,251.68,295.22,320.09,260.8,213.34,150.34,135.27,111.31,89.29,130.05,167.08,190.8,240.97,241.95,224.52,225.53,206.74,176.48,140.45,,
213,17728830,4,2,4,8,1,1,1,1,1,1,1,0,,,157,169,171,140,105,65,76,92,131,167,66,,,112.86,176.78,192.22,179.11,183.65,192.62,172.36,129.62,126.95,130.13,142.03,169.93,227.88,266.75,143.67,187.1,191.62,157.65,115.38,65.07,,
214,17728811,4,2,3,6,0,0,0,0,0,1,1,0,,,23,18,175,124,132,91,91,90,153,183,62,,,97.06,199.76,181.99,235.65,244.84,223.29,189.39,166.37,142.8,142.02,195.64,13.85,85.21,68.22,63.16,62.26,74.65,84.07,77.49,50.77,,
215,17728826,4,3,4,9,1,1,1,0,1,1,0,0,,,197,184,224,197,147,85,72,113,212,269,60,,,166.59,241.25,242.76,287.03,270.53,246.31,195.99,131.22,108,150.05,208.44,190.3,239.36,228.15,227.76,253.74,258.41,249.88,189.07,160.79,,
216,17728807,4,4,4,9,2,1,0,1,1,1,1,0,,,108,252,247,288,149,114,235,258,264,307,72,,,81.45,124.61,148.82,351.53,355.28,315.72,329.04,229.6,321.35,277.32,287.9,299.74,174.71,355.86,372.6,358.82,451.63,350.35,186.01,126.5,,
218,17728582,4,4,4,7,2,1,2,1,1,1,1,0,,,409,438,440,324,222,176,246,201,291,330,403,268,,,81.7,403.97,383.98,384.96,322.84,277.57,310.9,324.97,295.16,321.84,328.61,384.2,367.42,317.9,293.87,370.41,385.38,243.39,222.57,,
219,17728563,4,3,4,9,1,1,1,0,1,1,0,0,,,238,223,233,192,135,101,103,110,151,188,208,136,,,42.42,209.06,215.96,195.56,167.54,129.68,109.7,119.99,125.49,177.87,217.36,221.97,248.63,275.64,240.52,285.9,232.56,192.01,157.59,,
220,17728559,4,3,4,9,1,1,1,0,1,1,0,0,,,199,208,215,187,143,39,147,87,141,183,195,133,,,36.5,146.19,200.6,230.91,172.5,139.75,93.93,88.14,89.78,162.11,180.84,181.16,192.29,164.79,180.11,176.03,147.37,123.7,76.73,,
222,17728510,2,2,2,5,0,0,0,0,0,0,1,0,,,64,44,60,108,63,25,40,46,94,64,41,,,,93.85,11.1,40.32,85.05,97.77,65.65,47.31,40.66,46.4,77.22,92.57,96.9,93.36,91.17,99.07,103.26,97.49,75.32,52.1,,
224,17728489,4,3,4,8,1,1,1,1,1,1,1,0,,,155,153,197,182,90,61,36,30,135,115,72.35,,91.55,117.3,84.51,93.54,96.42,84.36,66.96,78.95,69.52,56.38,62.85,83.7,49.41,51.88,46.1,71.04,65.6,74.62,69.91,75.16,63.11,,
225,17728474,4,5,4,10,2,2,1,2,1,2,1,0,,,448,563,473,369,282,197,168,151,315,202,162.69,,209.14,302.68,327.13,420.36,367.87,362.06,431.8,352.93,270.88,237.8,259.39,378.56,414.19,498.16,504.29,526.95,554.25,519.37,462.77,332.96,217.14,,
226,17728461,4,5,4,8,2,1,0,2,1,2,1,0,,,407,346,522,520,393,281,256,235,384,274,179.64,,308.02,450.73,480.95,446.92,211.97,176.47,189.79,143.47,72.1,72.35,78.72,130.83,123.82,189.85,177.75,180.2,179.24,213.32,241.79,175.38,90.49,,
227,17728169,4,5,4,9,2,1,1,0,1,1,1,0,,,271,230,223,332,213,86,93,93,184,326,478,27,,,300.34,352.2,322.46,305.79,303.06,248.75,190.91,162.69,171.96,249.49,238.55,413.51,463.63,381.21,404.3,455.25,357.92,232.26,111.13,,
228,17728440,4,4,4,9,2,1,0,2,1,1,1,0,,,331,309,307,285,263,216,189,159,254,154,75.25,,172,283.69,301.05,281.38,360.65,312.09,297.04,212.62,224.36,179.64,190.09,219.3,245.22,277.78,290.63,261.26,278.97,259.48,274.8,209.68,283.48,,
229,17728455,4,5,4,8,2,0,0,0,0,0,1,0,,,159,155,151,156,132,77,71,67,106,10,93.12,,161.14,144.45,172.16,182.44,190.16,179.82,161.52,126.55,75.25,67.27,81.33,127.41,177.06,158.99,157.89,177.47,172.87,156.14,146.85,114.47,81.67,,
230,17728141,4,4,3,6,2,0,0,0,0,0,1,0,,,27,41,238,222,165,89,91,102,189,237,244,232,,,176.03,100.21,51.23,201.39,189.95,169.34,93.12,64.13,97.5,171.81,210.41,196.09,187.19,171.17,167.73,153.32,207.03,103.32,121.28,,
231,17308811,5,4,5,9,2,2,2,4,2,1,2,1,,,907,824,1085,847,545,352,372,387,702,1017,988,841,,,103.26,768.74,1318.53,1313.18,764.82,455.63,344.54,365.75,399.3,553.01,942.43,784.73,871.01,887.71,759.26,817.37,683.81,450.89,326.87,,
233,17308845,5,7,5,10,2,2,2,2,2,2,3,0,,,760,742,953,794,448,20,51,79,47,52.26,41.32,0,,,74.62,152.87,139.58,151.19,146.34,110.33,90.7,74.71,76.12,101.96,155.43,140.06,155.84,190.48,47.9,13.32,6.15,13.39,375.19,,
237,17308934,5,4,5,9,2,2,2,4,2,1,2,1,,,1312,1217,1262,1346,821,630,581,511,871,1303,1289,1011,,,519.37,462.81,270.32,1252.85,1047.29,619.4,582.8,543.37,547.45,708.31,1227.52,1107.77,1264.18,1118.48,1126.73,1158.13,1067.32,750.23,595.05,,
238,17308949,5,7,5,12,2,2,2,2,2,2,3,0,,,806,730,734,674,499,411,408,328,331,1275,1245,1060,,,213.32,302.43,170.93,726.52,625.76,439.12,414.37,381.48,405.12,533.13,1079.6,1207.76,1057.77,905.43,734.81,799.16,828.64,553.82,414.58,,
239,17308968,5,7,5,10,2,2,2,2,2,2,3,0,,,539,452,529,477,312,266,231,268,558,479,452,535,,,455.25,171.19,108.48,524.41,400.67,297.93,189.17,177.4,183.62,222.95,357.35,476.7,503.16,468.16,557.84,510.64,567.55,351.59,239.81,,
240,17308972,5,4,5,9,2,2,2,4,2,1,2,1,,,1432,1413,1240,1425,889,574,541,578,1112,1956,1332,1087,,,259.48,167.81,148.76,797.24,724.48,913.59,666.76,539.03,741.86,1028.9,1594.44,1748.93,1741.445,1732.82,1790.59,3511.38,1282.9,1104.39,990.81,,
241,17308987,4,5,4,9,3,2,1,3,2,1,3,1,,,694,783,732,852,772,162,259,271,288,308,292,760,,,156.14,509.23,266.68,598.88,377.36,265.68,241.84,236.53,195.95,297.78,422.7,452.64,756.78,1049.6,1007.35,1244.14,1516.38,1143.69,836.07,,
244,17309010,5,7,5,10,2,2,2,2,2,2,3,0,,,935,960,800,801,469,349,363,338,636,835,668,838,,,153.32,486.02,205.16,924.93,638.59,608.63,456.89,395.93,404.85,641.14,834.5,908.56,888.94,665.05,836.03,882.38,788.34,377.32,460.27,,
245,17309025,5,4,5,9,2,2,2,4,2,1,2,1,,,1089,1117,1114,1113,898,853,615,664,1363,1724,1429,1513,,,759.26,108.53,273.18,1287.97,1415.14,1009.6,378.44,434.75,543.66,790.3,1303.99,1168.45,1087.33,1007.13,1040.7,2078.46,970.06,832.73,557.72,,
257,17679449,5,5,4,9,2,2,0,2,2,1,3,0,,,421,408,459,494,340,245,261,219,265,210,119.99,,,744.17,427.87,139.26,410.83,404.84,363.2,295.31,296.95,238.32,206.88,321.21,569.44,437.97,550.11,491.7,494.6,519.08,345.48,358.45,299.83,,
261,17694391,4,6,4,8,3,0,0,2,2,2,5,1,,,854,557,320,951,521,410,382,333,655,765,548,699,,,908.11,819.63,909.87,699.36,596.06,478.75,356.17,286.38,313.81,316.38,462.81,244.75,525.81,469.04,310.29,282.82,146.01,152.31,187,,
262,17689874,3,3,3,9,2,1,0,1,1,1,2,0,,,309,224,317,292,252,162,150,179,319,279,152,,,,378.74,279.57,310.96,261.69,241.77,255.45,207.43,170.94,184.78,260.11,302.43,324.48,308.34,261.81,244.09,266.46,311.45,272.03,193.32,,
263,17725732,3,4,3,9,2,0,0,1,1,2,2,0,,,388,423,318,277,299,158,190,160,282,311,337,43,,,301.54,342.81,321.24,261.71,184.23,146.41,125.26,131.71,123.78,177.09,171.19,187.68,197.12,206.24,203.49,209.52,204,185.27,175.18,,
266,17682256,5,4,5,9,1,1,0,0,1,1,1,0,,,207,216,205,203,102,78,83,86,153,224,226,12,,,371.89,391.94,376.96,277.94,200.96,149.61,111.5,93.67,100.08,168.39,167.81,246.62,254.57,262.55,259.53,225.01,238.4,187.07,117.55,,
